objectid,title,description,date,date is approximate,subject,campus_location,buildingid,latitude,longitude,donor,source,identifier,id number,photo number,building number,rights,rightsstatement,format_original,type,format,cdmid,display_template,filename,object_location,image_small,image_thumb
campus01864,Art and Architecture. University of Idaho. Staff. [241-34],"1966 photograph of Art and Architecture. Charles Bartell, Mary Kirkwood, Arnold S. Westerlund, Austin Kilian, Mrs. Theodore Prichard, Charles Dotts, George H. Roberts, Theodore Prichard, Moritz Kundig, William Sloan, and Alfred Dunn. Donor: Publications Dept.",1966,y,personnel,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-34,1121,34,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2768,image,campus01864.jpg,https://objects.lib.uidaho.edu/campus/campus01864.jpg,https://objects.lib.uidaho.edu/campus/small/campus01864_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01864_th.jpg
campus01865,Art and Architecture. University of Idaho. Wedging table and potter's wheel. [241-35],1947 photograph of Art and Architecture. Two students work at a wedging table and a potter's wheel. Donor: Publications Dept.,1947,,studio ceramics,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-35,1122,35,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2769,image,campus01865.jpg,https://objects.lib.uidaho.edu/campus/campus01865.jpg,https://objects.lib.uidaho.edu/campus/small/campus01865_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01865_th.jpg
campus01866,Art and Architecture. University of Idaho. Life class in remodeled barn. [241-36],1947 photograph of Art and Architecture. Students during life class. Donor: Publications Dept.,1947,,interiors; students; models,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-36,1622,36,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2771,image,campus01866.jpg,https://objects.lib.uidaho.edu/campus/campus01866.jpg,https://objects.lib.uidaho.edu/campus/small/campus01866_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01866_th.jpg
campus01867,Art and Architecture. University of Idaho. Mary Kirkwood painting. [241-37],1970 photograph of Art and Architecture. Mary Kirkwood painting in a studio. Donor: Publications Dept.,1970,y,artists,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-37,1123,37,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2772,image,campus01867.jpg,https://objects.lib.uidaho.edu/campus/campus01867.jpg,https://objects.lib.uidaho.edu/campus/small/campus01867_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01867_th.jpg
campus01868,Art and Architecture. University of Idaho. Architecture class with model of campuses. [241-38],1970 photograph of Art and Architecture. Students examine a model of campus. Donor: Publications Dept.,1970,y,interiors; students; models,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-38,1124,38,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2773,image,campus01868.jpg,https://objects.lib.uidaho.edu/campus/campus01868.jpg,https://objects.lib.uidaho.edu/campus/small/campus01868_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01868_th.jpg
campus01869,Art and Architecture. University of Idaho. Student William J. Campbell and Mary Kirkwood. [241-39],1970 photograph of Art and Architecture. William J. Campbell and Mary Kirkwood.,1970,y,students,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-39,1126,39,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2774,image,campus01869.jpg,https://objects.lib.uidaho.edu/campus/campus01869.jpg,https://objects.lib.uidaho.edu/campus/small/campus01869_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01869_th.jpg
campus01870,Art and Architecture. University of Idaho. Student sketching on lawn. [241-4],1961 photograph of Art and Architecture. A student sketches outdoors in a garden. Donor: Publications Dept.,1961,y,students,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-04,1090,4,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2837,image,campus01870.jpg,https://objects.lib.uidaho.edu/campus/campus01870.jpg,https://objects.lib.uidaho.edu/campus/small/campus01870_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01870_th.jpg
campus01871,Art and Architecture. University of Idaho. Robert E. McConnell and student. [241-40],1973 photograph of Art and Architecture. Robert E. McConnell and student talking in a classroom.,1973,y,professors (teachers); students,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-40,1127,40,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2775,image,campus01871.jpg,https://objects.lib.uidaho.edu/campus/campus01871.jpg,https://objects.lib.uidaho.edu/campus/small/campus01871_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01871_th.jpg
campus01872,Art and Architecture. University of Idaho. MFA student Lewis G. McCord with ceramics. [241-41],1973 photograph of Art and Architecture. Lewis G. McCord with ceramics sculptures.,1973,,sculptures; artists,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-41,1128,41,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2776,image,campus01872.jpg,https://objects.lib.uidaho.edu/campus/campus01872.jpg,https://objects.lib.uidaho.edu/campus/small/campus01872_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01872_th.jpg
campus01873,Art and Architecture. University of Idaho. MFA student Ronald C. Sanford with sculptures. [241-42],1973 photograph of Art and Architecture. Ronald C. Stanford with a sculpture.,1973,,sculptures; artists,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-42,1129,42,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2777,image,campus01873.jpg,https://objects.lib.uidaho.edu/campus/campus01873.jpg,https://objects.lib.uidaho.edu/campus/small/campus01873_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01873_th.jpg
campus01874,Art and Architecture. University of Idaho. Bill Snyder welding on sculpture. [241-43],1974 photograph of Art and Architecture. Bill Snyder welding a sculpture.,1974,y,artists,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-43,1130,43,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2778,image,campus01874.jpg,https://objects.lib.uidaho.edu/campus/campus01874.jpg,https://objects.lib.uidaho.edu/campus/small/campus01874_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01874_th.jpg
campus01875,"Art and Architecture. University of Idaho. First prize entry in the Burton L. French competition for the design of the Memorial Steps, won by Jedd Jones. [241-47a]",1934 photograph of Art and Architecture.,1934,,posters,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-47a,1134,47a,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white film negative,Image;StillImage,image/jpeg,2784,image,campus01875.jpg,https://objects.lib.uidaho.edu/campus/campus01875.jpg,https://objects.lib.uidaho.edu/campus/small/campus01875_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01875_th.jpg
campus01876,Art and Architecture. University of Idaho. Second prize entry in the Burton L. French competition for the design of the Memorial Steps. [241-47b],1934 photograph of Art and Architecture Nitrate.,1934,,posters,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-47b,1135,47b,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white film negative,Image;StillImage,image/jpeg,2785,image,campus01876.jpg,https://objects.lib.uidaho.edu/campus/campus01876.jpg,https://objects.lib.uidaho.edu/campus/small/campus01876_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01876_th.jpg
campus01877,Art and Architecture. University of Idaho. Printing press at conference. [241-5],1960 photograph of Art and Architecture. Four students examine a printing press during a conference. Donor: Publications Dept.,1960,y,conferences,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-05,1091,5,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2739,image,campus01877.jpg,https://objects.lib.uidaho.edu/campus/campus01877.jpg,https://objects.lib.uidaho.edu/campus/small/campus01877_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01877_th.jpg
campus01878,Art and Architecture. University of Idaho. Student Ronald L. Walters determines needs of zoo elephant for project. [241-6],1970 photograph of Art and Architecture. Student Ronald L. Walters measures an elephant. Donor: Publications Dept.,1970,,wildlife,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-06,1092,6,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2740,image,campus01878.jpg,https://objects.lib.uidaho.edu/campus/campus01878.jpg,https://objects.lib.uidaho.edu/campus/small/campus01878_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01878_th.jpg
campus01879,Art and Architecture. University of Idaho. Professor Donald E. Bergeson assists student Ronald L. Walters use computer to determine zoo needs for project. [241-7],1970 photograph of Art and Architecture. Professor Donald E. Bergeson assists student Ronald L. Walters at a computer. Donor: Publications Dept.,1970,,professors (teachers); students,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-07,1093,7,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2742,image,campus01879.jpg,https://objects.lib.uidaho.edu/campus/campus01879.jpg,https://objects.lib.uidaho.edu/campus/small/campus01879_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01879_th.jpg
campus01880,Art and Architecture. University of Idaho. Alfred Dunn in studio. [241-9],1965 photograph of Art and Architecture. Alfred Dunn painting in a studio. Donor: Publications Dept.,1965,y,artists,Art and Architecture South,artandarchitecturesouth,46.726435,-117.012272,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_241-09,1095,9,241,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2743,image,campus01880.jpg,https://objects.lib.uidaho.edu/campus/campus01880.jpg,https://objects.lib.uidaho.edu/campus/small/campus01880_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01880_th.jpg
campus01881,Communications. University of Idaho. TV class. [242-1],1960 photograph of Communications. Students recording during TV class.,1960,y,professors (teachers); students; broadcasting studios,Communications (radio-tv) Building,radio-tvcenter,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_242-01,1136,1,242,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2786,image,campus01881.jpg,https://objects.lib.uidaho.edu/campus/campus01881.jpg,https://objects.lib.uidaho.edu/campus/small/campus01881_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01881_th.jpg
campus01882,Economics. University of Idaho. Dr. Postweiler explaining graph to students. [243-1],1959 photograph of Economics class. Dr. Postweiler explaining an economics graph to two students.,1959,,professors (teachers); interiors; classrooms; students,Economics Class,administrationbuildingnew,46.727104,-117.010558,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_243-01,1026,1,243,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2788,image,campus01882.jpg,https://objects.lib.uidaho.edu/campus/campus01882.jpg,https://objects.lib.uidaho.edu/campus/small/campus01882_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01882_th.jpg
campus01883,Economics class. University of Idaho. Dr. Erwin Graue lecturing. [243-2],1954 photograph of Economics class. Dr. Erwin Graue lecturing a class. Donor: Publications Dept.,1954,,professors (teachers); interiors; classrooms; students,Economics Class,administrationbuildingnew,46.727104,-117.010558,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_243-02,1058,2,243,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2789,image,campus01883.jpg,https://objects.lib.uidaho.edu/campus/campus01883.jpg,https://objects.lib.uidaho.edu/campus/small/campus01883_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01883_th.jpg
campus01884,Sociology. University of Idaho. Prof. Harry C. Harmsworth and Edwin Henry Pfuhl Jr. test drug sample. [244-01a],1954 photograph of Sociology Buckled. Prof. Harry C. Harmsworth and Edwin Henry Pfuhl Jr. examine drug paraphernalia.,1954,,professors (teachers),Phinney Hall,brinkandphinneyhalls,46.727104,-117.010558,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_244-01a,1059,01a,244,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2790,image,campus01884.jpg,https://objects.lib.uidaho.edu/campus/campus01884.jpg,https://objects.lib.uidaho.edu/campus/small/campus01884_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01884_th.jpg
campus01885,Sociology. University of Idaho. Prof. Harry C. Harmsworth and Edwin Henry Pfuhl Jr. with drug paraphernalia. [244-01b],1954 photograph of Sociology Buckled. Prof. Harry C. Harmsworth and Edwin Henry Pfuhl Jr. examine drug paraphernalia,1954,,professors (teachers),Phinney Hall,brinkandphinneyhalls,46.727104,-117.010558,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_244-01b,1125,01b,244,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2791,image,campus01885.jpg,https://objects.lib.uidaho.edu/campus/campus01885.jpg,https://objects.lib.uidaho.edu/campus/small/campus01885_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01885_th.jpg
campus01886,Sociology. University of Idaho. Prof. Harry C. Harmsworth and Edwin Henry Pfuhl Jr. with drug paraphernalia. [244-01c],1954 photograph of Sociology Buckled. Prof. Harry C. Harmsworth and Edwin Henry Pfuhl Jr. examine drug paraphernalia,1954,,professors (teachers),Phinney Hall,brinkandphinneyhalls,46.727104,-117.010558,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_244-01c,1137,01c,244,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2792,image,campus01886.jpg,https://objects.lib.uidaho.edu/campus/campus01886.jpg,https://objects.lib.uidaho.edu/campus/small/campus01886_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01886_th.jpg
campus01887,Administrative Executive Committee. University of Idaho. [245-1],"1959 photograph of Administrative Executive Committee. James Kraus, L.C. Cady, Kenneth A. Dick, D.R. Theophilus, H. Walter Steffans, Charles O. Decker, and Rafe Gibbs. Donor: Publications Dept.",1959,,administration,Administrative Executive Committee,administrationbuildingnew,46.723749,-117.014421,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_245-01,1138,1,245,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2793,image,campus01887.jpg,https://objects.lib.uidaho.edu/campus/campus01887.jpg,https://objects.lib.uidaho.edu/campus/small/campus01887_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01887_th.jpg
campus01888,"John David Remsberg, Jr., first University of Idaho graduate appointed to Board of Regents, visits E.J. Iddings (right) and Donald R. Theophilus (left). [245-2]",1947 photograph of Administrative Executive Committee. John David Remsberg Jr visting E. J. Iddings and Donald R. Theophilus. Donor: Publications Dept.,1947,,boards (organizations),Administrative Executive Committee,administrationbuildingnew,46.723749,-117.014421,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_245-02,1139,2,245,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2794,image,campus01888.jpg,https://objects.lib.uidaho.edu/campus/campus01888.jpg,https://objects.lib.uidaho.edu/campus/small/campus01888_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01888_th.jpg
campus01889,"University of Idaho Regent John David Remsberg, Jr., visits Jesse E. Buchanan (left) and Donald R. Theophilus (center). [245-3]",1949 photograph of Administrative Executive Committee. John David Remsberg Jr visting E. J. Iddings and Donald R. Theophilus. Donor: Publications Dept.,1949,y,boards (organizations),Administrative Executive Committee,administrationbuildingnew,46.723749,-117.014421,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_245-03,1140,3,245,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2795,image,campus01889.jpg,https://objects.lib.uidaho.edu/campus/campus01889.jpg,https://objects.lib.uidaho.edu/campus/small/campus01889_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01889_th.jpg
campus01890,University of Idaho President Buchanan with Earl Cook. [245-4],1950 photograph of Administrative Executive Committee. President Buchanan and Earl Cook. Donor: Publications Dept.,1950,y,interiors; maps,Administrative Executive Committee,administrationbuildingnew,46.723749,-117.014421,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_245-04,1141,4,245,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2796,image,campus01890.jpg,https://objects.lib.uidaho.edu/campus/campus01890.jpg,https://objects.lib.uidaho.edu/campus/small/campus01890_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01890_th.jpg
campus01891,"University of Idaho President Theophilus shares Gem with new Education Dean Everett V. Samuelson, Regent Elvon Hampton, and Vice-President Walter Steffans. [245-5]","1963 photograph of Administrative Executive Committee. President Theophilus, Dean Everett V. Samuelson, Regent Elvon Hampton, and Vice-President Walter Steffans Donor: Publications Dept.",1963,,boards (organizations),Administrative Executive Committee,administrationbuildingnew,46.723749,-117.014421,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_245-05,1142,5,245,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2797,image,campus01891.jpg,https://objects.lib.uidaho.edu/campus/campus01891.jpg,https://objects.lib.uidaho.edu/campus/small/campus01891_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus01891_th.jpg
